route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13111F3516877:2024-11-29T10:03:28Z,13111,0,87,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000022,OCESN13111F3533834:2024-11-29T10:03:28Z,13111,0,88,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000032,OCESN13111F3533960:2024-12-17T00:21:46Z,13111,0,89,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13112F3517744:2024-11-29T10:03:28Z,13112,1,90,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000033,OCESN13112F3520373:2024-12-17T00:21:46Z,13112,1,91,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000034,OCESN13112F3520374:2024-12-02T00:30:40Z,13112,1,92,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000035,OCESN13112F3588674:2024-11-29T10:03:28Z,13112,1,93,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13113F3517472:2024-12-20T00:22:47Z,13113,0,94,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000020,OCESN13114F3516812:2024-11-29T10:03:28Z,13114,1,95,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000027,OCESN13114F3580373:2024-11-29T10:03:28Z,13114,1,96,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000036,OCESN13115F3517819:2024-12-20T00:22:47Z,13115,0,97,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000037,OCESN13115F3679481:2024-11-29T10:03:28Z,13115,0,98,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13116F3532642:2024-12-20T00:22:47Z,13116,1,99,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13117F3517615:2024-11-29T10:03:28Z,13117,0,100,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000021,OCESN13117F3517755:2024-11-29T10:03:28Z,13117,0,101,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000038,OCESN13117F3525606:2024-12-17T00:21:46Z,13117,0,102,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000022,OCESN13117F3527533:2024-11-29T10:03:28Z,13117,0,103,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13117F3616543:2024-11-29T10:03:28Z,13117,0,104,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000039,OCESN13117F3698173:2024-12-02T00:30:40Z,13117,0,105,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000040,OCESN13118F3517151:2024-12-02T00:30:40Z,13118,1,106,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000041,OCESN13118F3517152:2024-12-17T00:21:46Z,13118,1,107,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13118F3517809:2024-11-29T10:03:28Z,13118,1,108,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000022,OCESN13118F3518473:2024-11-29T10:03:28Z,13118,1,109,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000042,OCESN13118F3589087:2024-11-29T10:03:28Z,13118,1,110,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000021,OCESN13118F3747033:2024-12-20T00:22:47Z,13118,1,111,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13119F3514112:2024-12-20T00:22:47Z,13119,0,112,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13120F3514871:2024-12-20T00:22:47Z,13120,1,113,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000043,OCESN13121F3517730:2024-11-29T10:03:28Z,13121,0,114,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000044,OCESN13121F3533819:2024-12-07T00:26:03Z,13121,0,115,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000045,OCESN13121F3546014:2024-12-17T00:21:46Z,13121,0,116,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000046,OCESN13122F3517763:2024-12-20T00:22:47Z,13122,1,117,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000047,OCESN13122F3520826:2024-11-29T10:03:28Z,13122,1,118,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13123F3517962:2024-12-20T00:22:47Z,13123,0,119,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000020,OCESN13124F3518857:2024-11-29T10:03:28Z,13124,1,120,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000027,OCESN13124F3560953:2024-11-29T10:03:28Z,13124,1,121,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13125F3517353:2024-11-29T10:03:28Z,13125,0,122,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000021,OCESN13125F3518906:2024-11-29T10:03:28Z,13125,0,123,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000048,OCESN13125F3523935:2024-12-17T00:21:46Z,13125,0,124,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13125F3617708:2024-11-29T10:03:28Z,13125,0,125,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000039,OCESN13125F3698490:2024-12-02T00:30:40Z,13125,0,126,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000021,OCESN13126F3536015:2024-11-29T10:03:28Z,13126,1,127,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000049,OCESN13126F3536040:2024-12-17T00:21:46Z,13126,1,128,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000022,OCESN13126F3546075:2024-11-29T10:03:28Z,13126,1,129,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13126F3594112:2024-11-29T10:03:28Z,13126,1,130,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000042,OCESN13126F3620839:2024-11-29T10:03:28Z,13126,1,131,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13127F3518618:2024-12-20T00:22:47Z,13127,0,132,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000047,OCESN13128F3533840:2024-11-29T10:03:28Z,13128,1,133,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000046,OCESN13128F3534175:2024-12-20T00:22:47Z,13128,1,134,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000050,OCESN13129F3517692:2024-12-17T00:21:46Z,13129,0,135,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13129F3616559:2024-11-29T10:03:28Z,13129,0,136,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000039,OCESN13129F3696024:2024-12-11T00:26:38Z,13129,0,137,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000051,OCESN13130F3533825:2024-12-08T00:26:07Z,13130,1,138,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13131F3532606:2024-12-20T00:22:47Z,13131,0,139,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000052,OCESN13132F3517919:2024-11-29T10:03:28Z,13132,1,140,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000053,OCESN13132F3594019:2024-12-02T00:30:40Z,13132,1,141,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000054,OCESN13132F3594020:2024-12-17T00:21:46Z,13132,1,142,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13132F3594115:2024-11-29T10:03:28Z,13132,1,143,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13133F3534205:2024-12-20T00:22:47Z,13133,0,144,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13134F3518015:2024-12-20T00:22:47Z,13134,1,145,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000055,OCESN13135F3533772:2024-12-17T00:21:46Z,13135,0,146,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000056,OCESN13135F3571149:2024-11-29T10:03:28Z,13135,0,147,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13135F3598357:2024-11-29T10:03:28Z,13135,0,148,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000021,OCESN13135F3604134:2024-11-29T10:03:28Z,13135,0,149,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13135F3604140:2024-11-29T10:03:28Z,13135,0,150,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000057,OCESN13136F3517961:2024-12-20T00:22:47Z,13136,1,151,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000058,OCESN13136F3519515:2024-11-29T10:03:28Z,13136,1,152,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13137F3517924:2024-12-20T00:22:47Z,13137,0,153,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000059,OCESN13138F3533697:2024-11-29T10:03:28Z,13138,1,154,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000060,OCESN13138F3533822:2024-12-17T00:21:46Z,13138,1,155,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000029,OCESN13138F3571313:2024-11-29T10:03:28Z,13138,1,156,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000061,OCESN13139F3516117:2024-11-29T10:03:28Z,13139,0,157,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000062,OCESN13139F3516119:2024-12-20T00:22:47Z,13139,0,158,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13139F3535316:2024-11-29T10:03:28Z,13139,0,159,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13140F3521699:2024-11-29T10:03:28Z,13140,1,160,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000054,OCESN13140F3533581:2024-12-17T00:21:46Z,13140,1,161,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000021,OCESN13140F3541959:2024-11-29T10:03:28Z,13140,1,162,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000043,OCESN13140F3560709:2024-11-29T10:03:28Z,13140,1,163,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13140F3581276:2024-11-29T10:03:28Z,13140,1,164,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000042,OCESN13140F3588717:2024-11-29T10:03:28Z,13140,1,165,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000039,OCESN13140F3696148:2024-12-02T00:30:40Z,13140,1,166,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000029,OCESN13141F3517591:2024-11-29T10:03:28Z,13141,0,167,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000059,OCESN13141F3524146:2024-11-29T10:03:28Z,13141,0,168,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13142F3514854:2024-12-20T00:22:47Z,13142,1,169,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13143F3521312:2024-12-20T00:22:47Z,13143,0,170,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000063,OCESN13144F3534152:2024-12-17T00:21:46Z,13144,1,171,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13144F3580550:2024-11-29T10:03:28Z,13144,1,172,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000042,OCESN13144F3631287:2024-11-29T10:03:28Z,13144,1,173,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000043,OCESN13144F3636050:2024-12-05T00:26:54Z,13144,1,174,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13145F3515242:2024-12-20T00:22:47Z,13145,0,175,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13146F3517358:2024-12-20T00:22:47Z,13146,1,176,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000021,OCESN13147F3516614:2024-11-29T10:03:28Z,13147,0,177,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13147F3517629:2024-11-29T10:03:28Z,13147,0,178,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000064,OCESN13147F3518027:2024-12-17T00:21:46Z,13147,0,179,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000043,OCESN13147F3518029:2024-11-29T10:03:28Z,13147,0,180,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000035,OCESN13147F3634932:2024-11-29T10:03:28Z,13147,0,181,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13147F3635029:2024-11-29T10:03:28Z,13147,0,182,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13148F3518795:2024-12-20T00:22:47Z,13148,1,183,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13149F3518045:2024-12-20T00:22:47Z,13149,0,184,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000063,OCESN13150F3520829:2024-12-17T00:21:46Z,13150,1,185,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000021,OCESN13150F3542563:2024-11-29T10:03:28Z,13150,1,186,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13150F3554541:2024-11-29T10:03:28Z,13150,1,187,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000043,OCESN13150F3560729:2024-11-29T10:03:28Z,13150,1,188,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000065,OCESN13151F3517883:2024-12-20T00:22:47Z,13151,0,189,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000021,OCESN13151F3517884:2024-12-18T00:22:08Z,13151,0,190,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000043,OCESN13151F3517886:2024-11-29T10:03:28Z,13151,0,191,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000031,OCESN13151F3550320:2024-12-13T00:25:35Z,13151,0,192,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13151F3578917:2024-11-29T10:03:28Z,13151,0,193,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000051,OCESN13152F3533853:2024-11-29T10:03:28Z,13152,1,194,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000028,OCESN13152F3581262:2024-11-29T10:03:28Z,13152,1,195,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000024,OCESN13152F3653718:2024-11-29T10:03:28Z,13152,1,196,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13153F3517512:2024-12-20T00:22:47Z,13153,0,197,
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,000015,OCESN13154F3533854:2024-12-20T00:22:47Z,13154,1,198,
