trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN6434F3581880:2024-11-29T10:03:28Z,14:23:00,14:27:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6434F3581880:2024-11-29T10:03:28Z,14:41:00,14:44:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6434F3581880:2024-11-29T10:03:28Z,15:02:00,15:16:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6434F3581880:2024-11-29T10:03:28Z,15:51:00,15:55:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6434F3581880:2024-11-29T10:03:28Z,18:50:00,18:50:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6434F3581890:2024-11-29T10:03:28Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6434F3581890:2024-11-29T10:03:28Z,14:08:00,14:11:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6434F3581890:2024-11-29T10:03:28Z,14:18:00,14:22:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6434F3581890:2024-11-29T10:03:28Z,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6434F3581890:2024-11-29T10:03:28Z,15:09:00,15:20:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6434F3581890:2024-11-29T10:03:28Z,15:53:00,16:16:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6434F3581890:2024-11-29T10:03:28Z,19:26:00,19:26:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6434F3581891:2024-11-29T10:03:28Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6434F3581891:2024-11-29T10:03:28Z,14:08:00,14:11:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6434F3581891:2024-11-29T10:03:28Z,14:18:00,14:22:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6434F3581891:2024-11-29T10:03:28Z,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6434F3581891:2024-11-29T10:03:28Z,15:09:00,15:20:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6434F3581891:2024-11-29T10:03:28Z,15:53:00,16:15:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6434F3581891:2024-11-29T10:03:28Z,19:26:00,19:26:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6434F3581896:2024-12-14T00:25:12Z,14:05:00,14:05:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6434F3581896:2024-12-14T00:25:12Z,14:11:00,14:14:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6434F3581896:2024-12-14T00:25:12Z,14:21:00,14:24:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6434F3581896:2024-12-14T00:25:12Z,14:38:00,14:43:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6434F3581896:2024-12-14T00:25:12Z,15:07:00,15:24:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6434F3581896:2024-12-14T00:25:12Z,15:59:00,16:15:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6434F3581896:2024-12-14T00:25:12Z,19:30:00,19:30:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6434F3581898:2024-11-29T10:03:28Z,14:05:00,14:05:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6434F3581898:2024-11-29T10:03:28Z,14:11:00,14:14:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6434F3581898:2024-11-29T10:03:28Z,14:21:00,14:24:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6434F3581898:2024-11-29T10:03:28Z,14:38:00,14:43:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6434F3581898:2024-11-29T10:03:28Z,15:07:00,15:24:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6434F3581898:2024-11-29T10:03:28Z,15:59:00,16:16:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6434F3581898:2024-11-29T10:03:28Z,19:26:00,19:26:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6434F3581899:2024-12-14T00:25:12Z,13:51:00,13:51:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6434F3581899:2024-12-14T00:25:12Z,13:58:00,14:07:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6434F3581899:2024-12-14T00:25:12Z,14:14:00,14:18:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6434F3581899:2024-12-14T00:25:12Z,14:37:00,14:41:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6434F3581899:2024-12-14T00:25:12Z,15:05:00,15:19:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6434F3581899:2024-12-14T00:25:12Z,15:59:00,16:16:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6434F3581899:2024-12-14T00:25:12Z,19:26:00,19:26:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6434F3581900:2024-11-29T10:03:28Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6434F3581900:2024-11-29T10:03:28Z,14:08:00,14:11:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6434F3581900:2024-11-29T10:03:28Z,14:18:00,14:22:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6434F3581900:2024-11-29T10:03:28Z,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6434F3581900:2024-11-29T10:03:28Z,15:09:00,15:20:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6434F3581900:2024-11-29T10:03:28Z,15:53:00,16:15:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6434F3581900:2024-11-29T10:03:28Z,19:30:00,19:30:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6434F3582841:2024-11-29T10:03:28Z,14:00:00,14:00:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6434F3582841:2024-11-29T10:03:28Z,14:07:00,14:10:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6434F3582841:2024-11-29T10:03:28Z,14:17:00,14:20:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6434F3582841:2024-11-29T10:03:28Z,14:35:00,14:40:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6434F3582841:2024-11-29T10:03:28Z,15:06:00,15:17:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6434F3582841:2024-11-29T10:03:28Z,15:59:00,16:16:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6434F3582841:2024-11-29T10:03:28Z,19:25:00,19:25:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6435F3511463:2024-11-29T10:03:28Z,09:26:00,09:26:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6435F3511463:2024-11-29T10:03:28Z,12:28:00,12:32:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6435F3511463:2024-11-29T10:03:28Z,13:18:00,13:42:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6435F3511463:2024-11-29T10:03:28Z,14:03:00,14:17:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6435F3511463:2024-11-29T10:03:28Z,14:34:00,14:38:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6435F3511463:2024-11-29T10:03:28Z,14:45:00,14:50:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6435F3511463:2024-11-29T10:03:28Z,14:57:00,14:57:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6435F3517067:2024-11-29T10:03:28Z,09:42:00,09:42:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6435F3517067:2024-11-29T10:03:28Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6435F3517067:2024-11-29T10:03:28Z,13:28:00,13:42:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6435F3517067:2024-11-29T10:03:28Z,14:04:00,14:10:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6435F3517067:2024-11-29T10:03:28Z,14:30:00,14:34:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6435F3517067:2024-11-29T10:03:28Z,14:41:00,14:44:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6435F3517067:2024-11-29T10:03:28Z,14:52:00,14:52:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6435F3527089:2024-11-29T10:03:28Z,09:42:00,09:42:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6435F3527089:2024-11-29T10:03:28Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6435F3527089:2024-11-29T10:03:28Z,13:27:00,13:41:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6435F3527089:2024-11-29T10:03:28Z,14:04:00,14:09:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6435F3527089:2024-11-29T10:03:28Z,14:30:00,14:34:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6435F3527089:2024-11-29T10:03:28Z,14:41:00,14:44:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6435F3527089:2024-11-29T10:03:28Z,14:52:00,14:52:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6435F3532837:2024-11-29T10:03:28Z,09:42:00,09:42:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6435F3532837:2024-11-29T10:03:28Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6435F3532837:2024-11-29T10:03:28Z,13:28:00,13:42:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6435F3532837:2024-11-29T10:03:28Z,14:04:00,14:10:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6435F3532837:2024-11-29T10:03:28Z,14:32:00,14:39:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6435F3532837:2024-11-29T10:03:28Z,14:47:00,14:50:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6435F3532837:2024-11-29T10:03:28Z,14:57:00,14:57:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6435F3548944:2024-11-29T10:03:28Z,09:42:00,09:42:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6435F3548944:2024-11-29T10:03:28Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6435F3548944:2024-11-29T10:03:28Z,13:28:00,13:42:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6435F3548944:2024-11-29T10:03:28Z,14:06:00,14:17:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6435F3548944:2024-11-29T10:03:28Z,14:34:00,14:38:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6435F3548944:2024-11-29T10:03:28Z,14:46:00,14:50:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6435F3548944:2024-11-29T10:03:28Z,14:57:00,14:57:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6435F3555428:2024-12-20T00:22:47Z,09:42:00,09:42:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6435F3555428:2024-12-20T00:22:47Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6435F3555428:2024-12-20T00:22:47Z,13:28:00,13:42:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6435F3555428:2024-12-20T00:22:47Z,14:06:00,14:17:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6435F3555428:2024-12-20T00:22:47Z,14:34:00,14:38:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6435F3555428:2024-12-20T00:22:47Z,14:46:00,14:50:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6435F3555428:2024-12-20T00:22:47Z,14:57:00,14:57:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6436F3511453:2024-12-17T00:21:46Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6436F3511453:2024-12-17T00:21:46Z,16:09:00,16:15:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6436F3511453:2024-12-17T00:21:46Z,16:22:00,16:27:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6436F3511453:2024-12-17T00:21:46Z,16:41:00,16:49:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6436F3511453:2024-12-17T00:21:46Z,17:09:00,17:23:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6436F3511453:2024-12-17T00:21:46Z,17:57:00,18:01:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6436F3511453:2024-12-17T00:21:46Z,21:13:00,21:13:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6436F3511454:2024-12-18T00:22:08Z,16:31:00,16:31:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6436F3511454:2024-12-18T00:22:08Z,16:37:00,16:40:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6436F3511454:2024-12-18T00:22:08Z,16:47:00,16:52:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6436F3511454:2024-12-18T00:22:08Z,17:05:00,17:11:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6436F3511454:2024-12-18T00:22:08Z,17:28:00,17:39:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6436F3511454:2024-12-18T00:22:08Z,18:11:00,18:17:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6436F3511454:2024-12-18T00:22:08Z,19:36:00,19:39:00,StopPoint:OCETGV INOUI-87725705,6,,0,0,
OCESN6436F3511454:2024-12-18T00:22:08Z,21:13:00,21:13:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6436F3511455:2024-12-14T00:25:12Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6436F3511455:2024-12-14T00:25:12Z,16:09:00,16:15:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6436F3511455:2024-12-14T00:25:12Z,16:22:00,16:27:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6436F3511455:2024-12-14T00:25:12Z,16:40:00,16:49:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6436F3511455:2024-12-14T00:25:12Z,17:09:00,17:23:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6436F3511455:2024-12-14T00:25:12Z,18:07:00,18:17:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6436F3511455:2024-12-14T00:25:12Z,19:36:00,19:39:00,StopPoint:OCETGV INOUI-87725705,6,,0,0,
OCESN6436F3511455:2024-12-14T00:25:12Z,21:13:00,21:13:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6436F3511456:2024-11-29T10:03:28Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6436F3511456:2024-11-29T10:03:28Z,16:09:00,16:15:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6436F3511456:2024-11-29T10:03:28Z,16:22:00,16:27:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6436F3511456:2024-11-29T10:03:28Z,16:40:00,16:49:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6436F3511456:2024-11-29T10:03:28Z,17:09:00,17:23:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6436F3511456:2024-11-29T10:03:28Z,17:57:00,18:02:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6436F3511456:2024-11-29T10:03:28Z,19:42:00,19:45:00,StopPoint:OCETGV INOUI-87725705,6,,0,0,
OCESN6436F3511456:2024-11-29T10:03:28Z,21:20:00,21:20:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6436F3511458:2024-12-17T00:21:46Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6436F3511458:2024-12-17T00:21:46Z,16:09:00,16:15:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6436F3511458:2024-12-17T00:21:46Z,16:22:00,16:27:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6436F3511458:2024-12-17T00:21:46Z,16:40:00,16:49:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6436F3511458:2024-12-17T00:21:46Z,17:09:00,17:23:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6436F3511458:2024-12-17T00:21:46Z,17:57:00,18:01:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6436F3511458:2024-12-17T00:21:46Z,21:13:00,21:13:00,StopPoint:OCETGV INOUI-87686006,6,,1,0,
OCESN6436F3511459:2024-11-29T10:03:28Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6436F3511459:2024-11-29T10:03:28Z,16:09:00,16:15:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6436F3511459:2024-11-29T10:03:28Z,16:22:00,16:27:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6436F3511459:2024-11-29T10:03:28Z,16:42:00,16:47:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6436F3511459:2024-11-29T10:03:28Z,17:09:00,17:23:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6436F3511459:2024-11-29T10:03:28Z,18:07:00,18:17:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6436F3511459:2024-11-29T10:03:28Z,19:36:00,19:39:00,StopPoint:OCETGV INOUI-87725705,6,,0,0,
OCESN6436F3511459:2024-11-29T10:03:28Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6436F3511460:2024-11-29T10:03:28Z,16:12:00,16:12:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6436F3511460:2024-11-29T10:03:28Z,16:19:00,16:22:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6436F3511460:2024-11-29T10:03:28Z,16:29:00,16:33:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6436F3511460:2024-11-29T10:03:28Z,16:53:00,16:58:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6436F3511460:2024-11-29T10:03:28Z,17:19:00,17:34:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6436F3511460:2024-11-29T10:03:28Z,18:07:00,18:17:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6436F3511460:2024-11-29T10:03:28Z,19:36:00,19:39:00,StopPoint:OCETGV INOUI-87725705,6,,0,0,
OCESN6436F3511460:2024-11-29T10:03:28Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6436F3512527:2024-11-29T10:03:28Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6436F3512527:2024-11-29T10:03:28Z,16:09:00,16:15:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6436F3512527:2024-11-29T10:03:28Z,16:22:00,16:27:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6436F3512527:2024-11-29T10:03:28Z,16:40:00,16:49:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6436F3512527:2024-11-29T10:03:28Z,17:09:00,17:23:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6436F3512527:2024-11-29T10:03:28Z,18:07:00,18:17:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6436F3512527:2024-11-29T10:03:28Z,19:44:00,19:47:00,StopPoint:OCETGV INOUI-87725705,6,,0,0,
OCESN6436F3512527:2024-11-29T10:03:28Z,21:19:00,21:19:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6436F3512649:2024-11-29T10:03:28Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6436F3512649:2024-11-29T10:03:28Z,16:09:00,16:15:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6436F3512649:2024-11-29T10:03:28Z,16:22:00,16:27:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
OCESN6436F3512649:2024-11-29T10:03:28Z,16:40:00,16:49:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6436F3512649:2024-11-29T10:03:28Z,17:09:00,17:23:00,StopPoint:OCETGV INOUI-87741645,4,,0,0,
OCESN6436F3512649:2024-11-29T10:03:28Z,17:57:00,18:01:00,StopPoint:OCETGV INOUI-87741009,5,,0,0,
OCESN6436F3512649:2024-11-29T10:03:28Z,19:41:00,19:44:00,StopPoint:OCETGV INOUI-87725705,6,,0,0,
OCESN6436F3512649:2024-11-29T10:03:28Z,21:19:00,21:19:00,StopPoint:OCETGV INOUI-87686006,7,,1,0,
OCESN6437F3511449:2024-11-29T10:03:28Z,10:28:00,10:28:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6437F3511449:2024-11-29T10:03:28Z,13:42:00,13:50:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6437F3511449:2024-11-29T10:03:28Z,14:32:00,14:48:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6437F3511449:2024-11-29T10:03:28Z,15:14:00,15:19:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6437F3511449:2024-11-29T10:03:28Z,15:37:00,15:42:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6437F3511449:2024-11-29T10:03:28Z,15:49:00,15:53:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6437F3511449:2024-11-29T10:03:28Z,16:00:00,16:00:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6437F3511450:2024-11-29T10:03:28Z,10:26:00,10:26:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6437F3511450:2024-11-29T10:03:28Z,13:44:00,13:50:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6437F3511450:2024-11-29T10:03:28Z,14:34:00,14:48:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6437F3511450:2024-11-29T10:03:28Z,15:14:00,15:19:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6437F3511450:2024-11-29T10:03:28Z,15:37:00,15:42:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6437F3511450:2024-11-29T10:03:28Z,15:49:00,15:53:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6437F3511450:2024-11-29T10:03:28Z,16:00:00,16:00:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6437F3511451:2024-12-20T00:22:47Z,10:26:00,10:26:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6437F3511451:2024-12-20T00:22:47Z,13:44:00,13:50:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6437F3511451:2024-12-20T00:22:47Z,14:32:00,14:48:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6437F3511451:2024-12-20T00:22:47Z,15:14:00,15:19:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6437F3511451:2024-12-20T00:22:47Z,15:37:00,15:42:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6437F3511451:2024-12-20T00:22:47Z,15:49:00,15:53:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6437F3511451:2024-12-20T00:22:47Z,16:00:00,16:00:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6437F3511452:2024-11-29T10:03:28Z,10:50:00,10:50:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6437F3511452:2024-11-29T10:03:28Z,13:51:00,13:56:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6437F3511452:2024-11-29T10:03:28Z,14:34:00,14:48:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6437F3511452:2024-11-29T10:03:28Z,15:14:00,15:19:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6437F3511452:2024-11-29T10:03:28Z,15:37:00,15:42:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6437F3511452:2024-11-29T10:03:28Z,15:49:00,15:53:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6437F3511452:2024-11-29T10:03:28Z,16:00:00,16:00:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6437F3519969:2024-11-29T10:03:28Z,10:28:00,10:28:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6437F3519969:2024-11-29T10:03:28Z,13:46:00,13:52:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6437F3519969:2024-11-29T10:03:28Z,14:32:00,14:48:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6437F3519969:2024-11-29T10:03:28Z,15:14:00,15:19:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6437F3519969:2024-11-29T10:03:28Z,15:37:00,15:42:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6437F3519969:2024-11-29T10:03:28Z,15:49:00,15:53:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6437F3519969:2024-11-29T10:03:28Z,16:00:00,16:00:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6437F3561853:2024-11-29T10:03:28Z,10:50:00,10:50:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6437F3561853:2024-11-29T10:03:28Z,13:51:00,13:56:00,StopPoint:OCETGV INOUI-87741009,1,,0,0,
OCESN6437F3561853:2024-11-29T10:03:28Z,14:34:00,14:48:00,StopPoint:OCETGV INOUI-87741645,2,,0,0,
OCESN6437F3561853:2024-11-29T10:03:28Z,15:12:00,15:17:00,StopPoint:OCETGV INOUI-87741728,3,,0,0,
OCESN6437F3561853:2024-11-29T10:03:28Z,15:34:00,15:40:00,StopPoint:OCETGV INOUI-87741769,4,,0,0,
OCESN6437F3561853:2024-11-29T10:03:28Z,15:47:00,15:51:00,StopPoint:OCETGV INOUI-87741777,5,,0,0,
OCESN6437F3561853:2024-11-29T10:03:28Z,15:58:00,15:58:00,StopPoint:OCETGV INOUI-87741793,6,,1,0,
OCESN6438F3511446:2024-11-29T10:03:28Z,16:55:00,16:55:00,StopPoint:OCETGV INOUI-87741793,0,,0,1,
OCESN6438F3511446:2024-11-29T10:03:28Z,17:01:00,17:08:00,StopPoint:OCETGV INOUI-87741777,1,,0,0,
OCESN6438F3511446:2024-11-29T10:03:28Z,17:15:00,17:19:00,StopPoint:OCETGV INOUI-87741769,2,,0,0,
