trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN2709F3513308:2024-12-19T00:34:06Z,09:14:00,09:19:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2709F3513308:2024-12-19T00:34:06Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2709F3513308:2024-12-19T00:34:06Z,10:10:00,10:19:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2709F3513308:2024-12-19T00:34:06Z,10:35:00,10:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2709F3515276:2024-11-29T10:03:28Z,08:28:00,08:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2709F3515276:2024-11-29T10:03:28Z,09:14:00,09:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2709F3523039:2024-11-29T10:03:28Z,09:28:00,09:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2709F3523039:2024-11-29T10:03:28Z,10:14:00,10:19:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2709F3523039:2024-11-29T10:03:28Z,10:39:00,10:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2709F3523039:2024-11-29T10:03:28Z,11:10:00,11:19:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2709F3523039:2024-11-29T10:03:28Z,11:35:00,11:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2709F3523158:2024-11-29T10:03:28Z,08:28:00,08:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2709F3523158:2024-11-29T10:03:28Z,09:14:00,09:19:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2709F3523158:2024-11-29T10:03:28Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2709F3523158:2024-11-29T10:03:28Z,10:10:00,10:10:00,StopPoint:OCETGV INOUI-87172007,3,,1,0,
OCESN2709F3538575:2024-11-29T10:03:28Z,08:26:00,08:26:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2709F3538575:2024-11-29T10:03:28Z,09:14:00,09:20:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2709F3538575:2024-11-29T10:03:28Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2709F3538575:2024-11-29T10:03:28Z,10:10:00,10:19:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2709F3538575:2024-11-29T10:03:28Z,10:35:00,10:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2709F3538953:2024-12-11T00:26:38Z,08:28:00,08:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2709F3538953:2024-12-11T00:26:38Z,09:14:00,09:20:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2709F3538953:2024-12-11T00:26:38Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2709F3538953:2024-12-11T00:26:38Z,10:10:00,10:19:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2709F3538953:2024-12-11T00:26:38Z,10:35:00,10:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2709F3571469:2024-12-20T00:22:47Z,08:28:00,08:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2709F3571469:2024-12-20T00:22:47Z,09:14:00,09:19:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2709F3571469:2024-12-20T00:22:47Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2709F3571469:2024-12-20T00:22:47Z,10:10:00,10:19:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2709F3571469:2024-12-20T00:22:47Z,10:35:00,10:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2709F3571544:2024-11-29T10:03:28Z,08:28:00,08:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2709F3571544:2024-11-29T10:03:28Z,09:14:00,09:19:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2709F3571544:2024-11-29T10:03:28Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2709F3571544:2024-11-29T10:03:28Z,10:10:00,10:10:00,StopPoint:OCETGV INOUI-87172007,3,,1,0,
OCESN2709F3747470:2024-12-19T00:34:06Z,07:39:00,07:39:00,StopPoint:OCETGV INOUI-87271007,0,,0,1,
OCESN2709F3747470:2024-12-19T00:34:06Z,08:40:00,08:40:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2712F3517793:2024-12-20T00:22:47Z,07:45:00,07:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2712F3517793:2024-12-20T00:22:47Z,08:31:00,08:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2712F3517794:2024-12-19T00:34:06Z,07:45:00,07:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2712F3517794:2024-12-19T00:34:06Z,08:31:00,08:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2712F3519670:2024-11-29T10:03:28Z,07:45:00,07:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2712F3519670:2024-11-29T10:03:28Z,08:32:00,08:32:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2712F3519671:2024-11-29T10:03:28Z,07:45:00,07:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2712F3519671:2024-11-29T10:03:28Z,08:32:00,08:32:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2712F3522248:2024-11-29T10:03:28Z,07:43:00,07:43:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2712F3522248:2024-11-29T10:03:28Z,08:32:00,08:32:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2712F3522249:2024-11-29T10:03:28Z,07:43:00,07:43:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2712F3522249:2024-11-29T10:03:28Z,08:32:00,08:32:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2714F3517631:2024-12-12T00:26:49Z,06:53:00,06:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F3517631:2024-12-12T00:26:49Z,07:07:00,07:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F3517631:2024-12-12T00:26:49Z,07:45:00,07:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F3517631:2024-12-12T00:26:49Z,08:09:00,08:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F3517631:2024-12-12T00:26:49Z,09:02:00,09:02:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2714F3518116:2024-11-29T10:03:28Z,06:53:00,06:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F3518116:2024-11-29T10:03:28Z,07:07:00,07:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F3518116:2024-11-29T10:03:28Z,07:45:00,07:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F3518116:2024-11-29T10:03:28Z,08:09:00,08:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F3518116:2024-11-29T10:03:28Z,09:03:00,09:03:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2714F3519677:2024-11-29T10:03:28Z,06:52:00,06:52:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F3519677:2024-11-29T10:03:28Z,07:06:00,07:16:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F3519677:2024-11-29T10:03:28Z,07:44:00,07:47:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F3519677:2024-11-29T10:03:28Z,08:09:00,08:16:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F3519677:2024-11-29T10:03:28Z,09:05:00,09:05:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2714F3519679:2024-11-29T10:03:28Z,06:53:00,06:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F3519679:2024-11-29T10:03:28Z,07:07:00,07:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F3519679:2024-11-29T10:03:28Z,07:45:00,07:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F3519679:2024-11-29T10:03:28Z,08:09:00,08:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F3519679:2024-11-29T10:03:28Z,09:05:00,09:05:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2714F3519684:2024-12-12T00:26:49Z,06:52:00,06:52:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F3519684:2024-12-12T00:26:49Z,07:06:00,07:16:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F3519684:2024-12-12T00:26:49Z,07:44:00,07:47:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F3519684:2024-12-12T00:26:49Z,08:09:00,08:16:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F3519684:2024-12-12T00:26:49Z,09:01:00,09:01:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2714F3519691:2024-12-20T00:22:47Z,06:53:00,06:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F3519691:2024-12-20T00:22:47Z,07:07:00,07:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F3519691:2024-12-20T00:22:47Z,07:45:00,07:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F3519691:2024-12-20T00:22:47Z,08:09:00,08:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F3519691:2024-12-20T00:22:47Z,09:01:00,09:01:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2714F3520858:2024-12-12T00:26:49Z,06:53:00,06:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F3520858:2024-12-12T00:26:49Z,07:07:00,07:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F3520858:2024-12-12T00:26:49Z,07:45:00,07:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F3520858:2024-12-12T00:26:49Z,08:09:00,08:16:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F3520858:2024-12-12T00:26:49Z,09:02:00,09:02:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2716F3513564:2024-12-20T00:22:47Z,08:45:00,08:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2716F3513564:2024-12-20T00:22:47Z,09:31:00,09:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2716F3513565:2024-11-29T10:03:28Z,08:45:00,08:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2716F3513565:2024-11-29T10:03:28Z,09:31:00,09:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2716F3516195:2024-11-29T10:03:28Z,08:44:00,08:44:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2716F3516195:2024-11-29T10:03:28Z,09:31:00,09:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2719F3519612:2024-11-29T10:03:28Z,10:26:00,10:26:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2719F3519612:2024-11-29T10:03:28Z,11:14:00,11:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2719F3519693:2024-12-20T00:22:47Z,10:28:00,10:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2719F3519693:2024-12-20T00:22:47Z,11:14:00,11:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2720F3513668:2024-12-17T00:21:46Z,07:23:00,07:23:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2720F3513668:2024-12-17T00:21:46Z,07:37:00,07:47:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2720F3513668:2024-12-17T00:21:46Z,08:15:00,08:18:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2720F3513668:2024-12-17T00:21:46Z,08:39:00,08:45:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2720F3513668:2024-12-17T00:21:46Z,09:31:00,09:31:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2720F3519697:2024-12-11T00:26:38Z,07:23:00,07:23:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2720F3519697:2024-12-11T00:26:38Z,07:37:00,07:47:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2720F3519697:2024-12-11T00:26:38Z,08:15:00,08:18:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2720F3519697:2024-12-11T00:26:38Z,08:39:00,08:45:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2720F3519697:2024-12-11T00:26:38Z,09:32:00,09:32:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2721F3519699:2024-12-17T00:21:46Z,10:28:00,10:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2721F3519699:2024-12-17T00:21:46Z,11:14:00,11:20:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2721F3519699:2024-12-17T00:21:46Z,11:40:00,11:43:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2721F3519699:2024-12-17T00:21:46Z,12:11:00,12:11:00,StopPoint:OCETGV INOUI-87172007,3,,1,0,
OCESN2722F3517873:2024-11-29T10:03:28Z,11:56:00,11:56:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2722F3517873:2024-11-29T10:03:28Z,12:45:00,12:45:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2722F3519701:2024-12-20T00:22:47Z,11:56:00,11:56:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2722F3519701:2024-12-20T00:22:47Z,12:42:00,12:42:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2722F3522366:2024-12-18T00:22:08Z,12:01:00,12:01:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2722F3522366:2024-12-18T00:22:08Z,13:03:00,13:03:00,StopPoint:OCETGV INOUI-87271007,1,,1,0,
OCESN2722F3533914:2024-11-29T10:03:28Z,11:56:00,11:56:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2722F3533914:2024-11-29T10:03:28Z,12:43:00,12:43:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2724F3519703:2024-12-19T00:34:06Z,06:11:00,06:11:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2724F3519703:2024-12-19T00:34:06Z,06:36:00,06:45:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2724F3519703:2024-12-19T00:34:06Z,07:13:00,07:16:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2724F3519703:2024-12-19T00:34:06Z,07:40:00,07:46:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2724F3519703:2024-12-19T00:34:06Z,07:53:00,08:11:00,StopPoint:OCETGV INOUI-87171926,4,,0,0,
OCESN2724F3519703:2024-12-19T00:34:06Z,09:12:00,09:12:00,StopPoint:OCETGV INOUI-87271007,5,,1,0,
OCESN2724F3747164:2024-12-19T00:34:06Z,07:43:00,07:43:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2724F3747164:2024-12-19T00:34:06Z,07:53:00,08:11:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2724F3747164:2024-12-19T00:34:06Z,09:12:00,09:12:00,StopPoint:OCETGV INOUI-87271007,2,,1,0,
OCESN2726F3518379:2024-11-29T10:03:28Z,12:15:00,12:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2726F3518379:2024-11-29T10:03:28Z,13:03:00,13:03:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2726F3519426:2024-11-29T10:03:28Z,12:15:00,12:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2726F3519426:2024-11-29T10:03:28Z,13:01:00,13:01:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2726F3519705:2024-11-29T10:03:28Z,10:53:00,10:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2726F3519705:2024-11-29T10:03:28Z,11:07:00,11:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2726F3519705:2024-11-29T10:03:28Z,11:45:00,11:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2726F3519705:2024-11-29T10:03:28Z,12:09:00,12:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2726F3519705:2024-11-29T10:03:28Z,13:03:00,13:03:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2726F3520835:2024-12-11T00:26:38Z,10:53:00,10:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2726F3520835:2024-12-11T00:26:38Z,11:07:00,11:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2726F3520835:2024-12-11T00:26:38Z,11:45:00,11:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2726F3520835:2024-12-11T00:26:38Z,12:09:00,12:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2726F3520835:2024-12-11T00:26:38Z,13:01:00,13:01:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2726F3521170:2024-11-29T10:03:28Z,11:50:00,11:50:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2726F3521170:2024-11-29T10:03:28Z,12:07:00,12:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2726F3521170:2024-11-29T10:03:28Z,12:45:00,12:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2726F3521170:2024-11-29T10:03:28Z,13:09:00,13:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2726F3521170:2024-11-29T10:03:28Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2726F3533688:2024-12-13T00:25:35Z,12:15:00,12:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2726F3533688:2024-12-13T00:25:35Z,13:17:00,13:17:00,StopPoint:OCETGV INOUI-87271007,1,,1,0,
OCESN2730F3514865:2024-11-29T10:03:28Z,12:17:00,12:17:00,StopPoint:OCETGV INOUI-87172007,0,,0,1,
OCESN2730F3514865:2024-11-29T10:03:28Z,12:45:00,12:48:00,StopPoint:OCETGV INOUI-87172270,1,,0,0,
OCESN2730F3514865:2024-11-29T10:03:28Z,13:09:00,13:15:00,StopPoint:OCETGV INOUI-87171009,2,,0,0,
OCESN2730F3514865:2024-11-29T10:03:28Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2730F3514866:2024-11-29T10:03:28Z,12:17:00,12:17:00,StopPoint:OCETGV INOUI-87172007,0,,0,1,
OCESN2730F3514866:2024-11-29T10:03:28Z,12:45:00,12:48:00,StopPoint:OCETGV INOUI-87172270,1,,0,0,
OCESN2730F3514866:2024-11-29T10:03:28Z,13:09:00,13:15:00,StopPoint:OCETGV INOUI-87171009,2,,0,0,
OCESN2730F3514866:2024-11-29T10:03:28Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2730F3517249:2024-11-29T10:03:28Z,13:17:00,13:17:00,StopPoint:OCETGV INOUI-87172007,0,,0,1,
OCESN2730F3517249:2024-11-29T10:03:28Z,13:45:00,13:48:00,StopPoint:OCETGV INOUI-87172270,1,,0,0,
OCESN2730F3517249:2024-11-29T10:03:28Z,14:09:00,14:15:00,StopPoint:OCETGV INOUI-87171009,2,,0,0,
OCESN2730F3517249:2024-11-29T10:03:28Z,15:03:00,15:03:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2730F3518167:2024-12-03T00:25:49Z,11:51:00,11:51:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2730F3518167:2024-12-03T00:25:49Z,12:07:00,12:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2730F3518167:2024-12-03T00:25:49Z,12:45:00,12:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2730F3518167:2024-12-03T00:25:49Z,13:09:00,13:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2730F3518167:2024-12-03T00:25:49Z,14:02:00,14:02:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2730F3519710:2024-12-20T00:22:47Z,12:53:00,12:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2730F3519710:2024-12-20T00:22:47Z,13:07:00,13:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2730F3519710:2024-12-20T00:22:47Z,13:45:00,13:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2730F3519710:2024-12-20T00:22:47Z,14:09:00,14:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2730F3519710:2024-12-20T00:22:47Z,15:01:00,15:01:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2730F3519711:2024-11-29T10:03:28Z,12:52:00,12:52:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2730F3519711:2024-11-29T10:03:28Z,13:06:00,13:16:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2730F3519711:2024-11-29T10:03:28Z,13:44:00,13:47:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2730F3519711:2024-11-29T10:03:28Z,14:09:00,14:16:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2730F3519711:2024-11-29T10:03:28Z,15:01:00,15:01:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2730F3519715:2024-11-29T10:03:28Z,12:52:00,12:52:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2730F3519715:2024-11-29T10:03:28Z,13:06:00,13:16:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2730F3519715:2024-11-29T10:03:28Z,13:44:00,13:47:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2730F3519715:2024-11-29T10:03:28Z,14:09:00,14:16:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2730F3519715:2024-11-29T10:03:28Z,15:02:00,15:02:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2730F3519717:2024-11-29T10:03:28Z,12:53:00,12:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2730F3519717:2024-11-29T10:03:28Z,13:07:00,13:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2730F3519717:2024-11-29T10:03:28Z,13:45:00,13:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2730F3519717:2024-11-29T10:03:28Z,14:09:00,14:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2730F3519717:2024-11-29T10:03:28Z,15:02:00,15:02:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2730F3519718:2024-11-29T10:03:28Z,14:15:00,14:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2730F3519718:2024-11-29T10:03:28Z,15:03:00,15:03:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2730F3519727:2024-11-29T10:03:28Z,14:16:00,14:16:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2730F3519727:2024-11-29T10:03:28Z,15:03:00,15:03:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2733F3637577:2024-12-03T00:25:49Z,12:58:00,12:58:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2733F3637577:2024-12-03T00:25:49Z,13:44:00,13:44:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2735F3519733:2024-11-29T10:03:28Z,13:02:00,13:02:00,StopPoint:OCETGV INOUI-87271007,0,,0,1,
OCESN2735F3519733:2024-11-29T10:03:28Z,14:09:00,14:09:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2735F3520383:2024-12-11T00:26:38Z,13:28:00,13:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2735F3520383:2024-12-11T00:26:38Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2735F3520460:2024-11-29T10:03:28Z,13:26:00,13:26:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2735F3520460:2024-11-29T10:03:28Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2738F3518779:2024-12-11T00:26:38Z,13:15:00,13:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2738F3518779:2024-12-11T00:26:38Z,14:02:00,14:02:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2738F3519739:2024-12-17T00:21:46Z,13:15:00,13:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2738F3519739:2024-12-17T00:21:46Z,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2741F3514994:2024-12-20T00:22:47Z,18:07:00,18:07:00,StopPoint:OCETGV INOUI-87271007,0,,0,1,
OCESN2741F3514994:2024-12-20T00:22:47Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2741F3519743:2024-11-29T10:03:28Z,18:05:00,18:05:00,StopPoint:OCETGV INOUI-87271007,0,,0,1,
OCESN2741F3519743:2024-11-29T10:03:28Z,19:13:00,19:20:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2741F3519743:2024-11-29T10:03:28Z,19:40:00,19:43:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2741F3519743:2024-11-29T10:03:28Z,20:11:00,20:20:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2741F3519743:2024-11-29T10:03:28Z,20:35:00,20:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2743F3514805:2024-11-29T10:03:28Z,15:40:00,15:40:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2743F3514805:2024-11-29T10:03:28Z,16:28:00,16:28:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2743F3519244:2024-12-20T00:22:47Z,15:38:00,15:38:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2743F3519244:2024-12-20T00:22:47Z,16:28:00,16:28:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2743F3519746:2024-11-29T10:03:28Z,15:37:00,15:37:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2743F3519746:2024-11-29T10:03:28Z,16:28:00,16:28:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
