GUID;IDRESEAU;CODE_LIGNE;LIB_LIGNE;IDGAIA;RG_TRONCON;LIBELLE;LIB_GARE;PK;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
E957D028666711E3A7FF01F464E0362D;108996;177000;Ligne de Thionville à Anzeling;e957d028-6667-11e3-a7ff-01f464e0362d;1;;Kuntzig;005+896;935021.4610000029;6921524.2216;6.234602192195888;49.34993757027724;49.34993757027724, 6.234602192195888;49.34993757025764, 6.23460219219589;"{""coordinates"": [6.23460219219589, 49.34993757025764], ""type"": ""Point""}"
E580677C666711E3A7FF01F464E0362D;108975;172000;Ligne de Rémilly à Stiring-Wendel;e580677c-6667-11e3-a7ff-01f464e0362d;1;;Hombourg-Haut;034+452;975348.8448999971;6898386.256200001;6.773635089127413;49.12604976939751;49.12604976939751, 6.773635089127413;49.1260497693768, 6.773635089127416;"{""coordinates"": [6.773635089127416, 49.1260497693768], ""type"": ""Point""}"
E6B41822666711E3A7FF01F464E0362D;109244;909000;Ligne de Grenoble à Montmélian;e6b41822-6667-11e3-a7ff-01f464e0362d;1;;Montmélian;049+816;937551.043399997;6493867.181400001;6.042698465702096;45.50307550445294;45.50307550445294, 6.042698465702096;45.50307550443477, 6.042698465702098;"{""coordinates"": [6.042698465702098, 45.50307550443477], ""type"": ""Point""}"
E888FF4E666711E3A7FF01F464E0362D;131910;515000;Ligne de Tours à St-Nazaire;e888ff4e-6667-11e3-a7ff-01f464e0362d;1;La Possonnière;La Possonnière;358+415;421326.3672999963;6703273.605900001;-0.694128233635347;47.37112126804412;47.37112126804412, -0.6941282336353469;47.371121268031374, -0.6941282336353501;"{""coordinates"": [-0.69412823363535, 47.371121268031374], ""type"": ""Point""}"
E63CCF02666711E3A7FF01F464E0362D;108721;500000;Ligne de Chartres à Bordeaux-St-Jean;e63ccf02-6667-11e3-a7ff-01f464e0362d;2;;Bussac;563+955;435686.43090000004;6462592.998300001;-0.368016959084486;45.211919976183495;45.211919976183495, -0.36801695908448595;45.2119199761645, -0.3680169590844887;"{""coordinates"": [-0.368016959084489, 45.2119199761645], ""type"": ""Point""}"
E9614EB0666711E3A7FF01F464E0362D;132486;130000;Ligne de Lutterbach à Kruth;e9614eb0-6667-11e3-a7ff-01f464e0362d;1;;Vieux-Thann ZI;012+313;1009200.7311000004;6752735.5944;7.132385165273076;47.802181141270225;47.802181141270225, 7.132385165273076;47.80218114125875, 7.132385165273079;"{""coordinates"": [7.132385165273079, 47.80218114125875], ""type"": ""Point""}"
E94054DA666711E3A7FF01F464E0362D;109287;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;e94054da-6667-11e3-a7ff-01f464e0362d;1;;Nissan;421+419;709512.3145999983;6244096.9287;3.117150980144055;43.29597657653931;43.29597657653931, 3.1171509801440545;43.295976576515315, 3.1171509801440545;"{""coordinates"": [3.117150980144054, 43.295976576515315], ""type"": ""Point""}"
E65287C4666711E3A7FF01F464E0362D;109234;259000;Ligne de St-Just-en-Chaussée à Douai;e65287c4-6667-11e3-a7ff-01f464e0362d;2;;Montdidier;100+155;668483.8625999987;6949269.386300001;2.563894631563374;49.641782047104556;49.641782047104556, 2.5638946315633735;49.641782047086366, 2.563894631563373;"{""coordinates"": [2.563894631563373, 49.641782047086366], ""type"": ""Point""}"
E9C48190666711E3A7FF01F464E0362D;136842;790000;Ligne de St-Germain-des-Fossés à Nîmes-CRB1;e9c48190-6667-11e3-a7ff-01f464e0362d;1;;Alès;674+164;786857.6634000018;6337157.363499999;4.085402014913279;44.128048545785354;44.128048545785354, 4.085402014913279;44.12804854576341, 4.08540201491328;"{""coordinates"": [4.08540201491328, 44.12804854576341], ""type"": ""Point""}"
E970CAA0666711E3A7FF01F464E0362D;108924;629000;Ligne de Libourne au Buisson;e970caa0-6667-11e3-a7ff-01f464e0362d;1;;Gardonne;594+390;489180.37569999695;6418617.922800001;0.331967638905795;44.834667775010615;44.834667775010615, 0.33196763890579467;44.83466777499056, 0.3319676389057923;"{""coordinates"": [0.331967638905792, 44.83466777499056], ""type"": ""Point""}"
E6568E9C666711E3A7FF01F464E0362D;108688;441000;Ligne de Rennes à St-Malo-St-Servan;e6568e9c-6667-11e3-a7ff-01f464e0362d;1;TVP Km 422,840;Bonnemain;422+840;348030.0974999964;6830182.691500001;-1.765085143486323;48.47629730968967;48.47629730968967, -1.765085143486323;48.47629730966565, -1.7650851434863277;"{""coordinates"": [-1.765085143486328, 48.47629730966565], ""type"": ""Point""}"
5BE861F0CE7A11E980FF01F06FB51C27;10092001;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;5be861f0-ce7a-11e9-80ff-01f06fb51c27;1;TVP Km 135,401;Agen;135+401;509830.7274999991;6348357.899099998;0.619933047082401;44.20843660456902;44.20843660456902, 0.6199330470824005;44.20843660454731, 0.6199330470823993;"{""coordinates"": [0.619933047082399, 44.20843660454731], ""type"": ""Point""}"
E88794E6666711E3A7FF01F464E0362D;108785;915000;Ligne de Veynes à Briançon;e88794e6-6667-11e3-a7ff-01f464e0362d;1;;Chorges;282+455;959830.0381999984;6388345.2597;6.271773650688589;44.545727228563074;44.545727228563074, 6.271773650688589;44.54572722854225, 6.2717736506885915;"{""coordinates"": [6.271773650688591, 44.54572722854225], ""type"": ""Point""}"
E6378EF2666711E3A7FF01F464E0362D;109109;719000;Ligne de Souillac à Viescamp-sous-Jallès;e6378ef2-6667-11e3-a7ff-01f464e0362d;1;;Laval-de-Cère;663+239;615748.2761000022;6428565.673500001;1.931705708051534;44.951170797577724;44.951170797577724, 1.931705708051534;44.95117079755799, 1.9317057080515334;"{""coordinates"": [1.931705708051533, 44.95117079755799], ""type"": ""Point""}"
E7277A42666711E3A7FF01F464E0362D;109619;718000;Ligne de Brive-la-Gaillarde à Toulouse-Matabiau via Capdenac;e7277a42-6667-11e3-a7ff-01f464e0362d;1;;Turenne;163+055;589819.6405000016;6438596.9375;1.6007429273061;45.0378312288653;45.0378312288653, 1.6007429273061002;45.03783122884582, 1.600742927306099;"{""coordinates"": [1.600742927306099, 45.03783122884582], ""type"": ""Point""}"
7065FA5A377C11EA80FF01C8B2273146;10142001;830000;Ligne de Paris-Lyon à Marseille-St-Charles;7065fa5a-377c-11ea-80ff-01c8b2273146;1;TVP Km 36.350;;036+350;669755.7522;6831054.620000001;2.58998790941585;48.57899831695081;48.57899831695081, 2.58998790941585;48.578998316927326, 2.58998790941585;"{""coordinates"": [2.58998790941585, 48.578998316927326], ""type"": ""Point""}"
E8652A94666711E3A7FF01F464E0362D;108657;308000;Ligne de St-Pol-sur-Ternoise à Étaples;e8652a94-6667-11e3-a7ff-01f464e0362d;1;;Beaurainville;112+790;621395.9812000021;7036680.886599999;1.895454978646095;50.422723585400604;50.422723585400604, 1.8954549786460946;50.42272358538601, 1.8954549786460932;"{""coordinates"": [1.895454978646093, 50.42272358538601], ""type"": ""Point""}"
E8FA4DF2666711E3A7FF01F464E0362D;108604;850000;Ligne de Dijon-Ville à Vallorbe (frontière);e8fa4df2-6667-11e3-a7ff-01f464e0362d;1;;Arc-et-Senans;385+873;910834.2993000001;6662600.576900002;5.776756496835827;47.03027182366823;47.03027182366823, 5.776756496835827;47.0302718236545, 5.77675649683583;"{""coordinates"": [5.77675649683583, 47.0302718236545], ""type"": ""Point""}"
E57ACF16666711E3A7FF01F464E0362D;132477;884000;Ligne de Bourg-en-Bresse à Bellegarde;e57acf16-6667-11e3-a7ff-01f464e0362d;1;;Villereversure;018+888;884906.2154000029;6568874.937800001;5.398027349386894;46.19444381905411;46.19444381905411, 5.398027349386894;46.19444381903793, 5.398027349386896;"{""coordinates"": [5.398027349386896, 46.19444381903793], ""type"": ""Point""}"
E708AB8E666711E3A7FF01F464E0362D;109277;721000;Ligne de Bort-les-Orgues à Neussargues;e708ab8e-6667-11e3-a7ff-01f464e0362d;1;;Neussargues;525+826;697940.9807000011;6447321.423099998;2.973811593525265;45.12517303410635;45.12517303410635, 2.9738115935252654;45.12517303408712, 2.9738115935252654;"{""coordinates"": [2.973811593525265, 45.12517303408712], ""type"": ""Point""}"
E85D134E666711E3A7FF01F464E0362D;109153;042000;Ligne de Blainville-Damelevières à Lure;e85d134e-6667-11e3-a7ff-01f464e0362d;1;;Lure;126+696;960789.4236000031;6737261.477400001;6.477195804396802;47.68405459853941;47.68405459853941, 6.477195804396802;47.6840545985276, 6.477195804396804;"{""coordinates"": [6.477195804396804, 47.6840545985276], ""type"": ""Point""}"
E88F5D9C666711E3A7FF01F464E0362D;109693;161000;Ligne de Mommenheim à Sarreguemines;e88f5d9c-6667-11e3-a7ff-01f464e0362d;1;;Wittring;064+656;1002526.1579999998;6891944.102400001;7.140819812049893;49.055958481804154;49.055958481804154, 7.140819812049893;49.0559584817831, 7.140819812049896;"{""coordinates"": [7.140819812049896, 49.0559584817831], ""type"": ""Point""}"
E90E9E42666711E3A7FF01F464E0362D;109478;905000;Ligne de Lyon-Perrache P1 à Marseille-St-Charles (via Grenoble);e90e9e42-6667-11e3-a7ff-01f464e0362d;1;;Sisteron;290+533;935515.4600000009;6347835.922499999;5.946878085960259;44.18997607178656;44.18997607178656, 5.946878085960259;44.189976071764804, 5.946878085960261;"{""coordinates"": [5.946878085960261, 44.189976071764804], ""type"": ""Point""}"
E6473132666711E3A7FF01F464E0362D;132529;750000;Ligne de Moret-Veneux-les-Sablons à Lyon-Perrache;e6473132-6667-11e3-a7ff-01f464e0362d;1;;La Fouillouse;492+724;802891.2990999967;6489513.406399999;4.317493827871153;45.49735962298769;45.49735962298769, 4.317493827871153;45.497359622969505, 4.3174938278711545;"{""coordinates"": [4.317493827871155, 45.497359622969505], ""type"": ""Point""}"
FF75071291B611E6ACFF010C64E0362D;172005;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;ff750712-91b6-11e6-acff-010c64e0362d;2;;St-Pierre-des-Corps;232+909;528495.8466000035;6700902.226799998;0.726396613862959;47.38623742434821;47.38623742434821, 0.7263966138629593;47.386237424335526, 0.7263966138629573;"{""coordinates"": [0.726396613862957, 47.386237424335526], ""type"": ""Point""}"
E5BFC9FA666711E3A7FF01F464E0362D;109032;710000;Ligne de Laqueuille au Mont-Dore;e5bfc9fa-6667-11e3-a7ff-01f464e0362d;1;;Mont-Dore;456+622;684781.8183000013;6497816.669399999;2.804855040465586;45.57968837522159;45.57968837522159, 2.8048550404655863;45.57968837520363, 2.804855040465586;"{""coordinates"": [2.804855040465586, 45.57968837520363], ""type"": ""Point""}"
E64E4A52666711E3A7FF01F464E0362D;109172;395000;Ligne de St-Cyr à Surdon;e64e4a52-6667-11e3-a7ff-01f464e0362d;1;;Marchezais-Broué;069+388;590763.4272999987;6853051.0233;1.513661379138585;48.7683066391684;48.7683066391684, 1.513661379138585;48.768306639145884, 1.5136613791385838;"{""coordinates"": [1.513661379138584, 48.768306639145884], ""type"": ""Point""}"
E5D1FCDE666711E3A7FF01F464E0362D;109202;035000;Ligne de Merrey à Hymont-Mattaincourt;e5d1fcde-6667-11e3-a7ff-01f464e0362d;1;;;030+371;893968.0122999996;6776359.551399998;5.604181299794997;48.05882642149556;48.05882642149556, 5.6041812997949965;48.05882642148485, 5.604181299794998;"{""coordinates"": [5.604181299794998, 48.05882642148485], ""type"": ""Point""}"
E6759306666711E3A7FF01F464E0362D;109479;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;e6759306-6667-11e3-a7ff-01f464e0362d;2;;Solignac-Le Vigen;412+919;566666.6855000034;6518907.149799999;1.284637857062299;45.75673206309774;45.75673206309774, 1.284637857062299;45.756732063080285, 1.2846378570622978;"{""coordinates"": [1.284637857062298, 45.756732063080285], ""type"": ""Point""}"
E6260F5A666711E3A7FF01F464E0362D;109475;178000;Ligne de Thionville à Apach;e6260f5a-6667-11e3-a7ff-01f464e0362d;1;;Sierck-les-Bains;018+056;942967.813000001;6932330.599800002;6.350145410078853;49.444008140882424;49.444008140882424, 6.350145410078853;49.444008140863296, 6.350145410078856;"{""coordinates"": [6.350145410078856, 49.444008140863296], ""type"": ""Point""}"
E6A7A206666711E3A7FF01F464E0362D;108962;110000;Ligne de Strasbourg-Ville à St-Dié;e6a7a206-6667-11e3-a7ff-01f464e0362d;1;;;028+098;1023346.447300002;6834220.969799999;7.381431199721036;48.52746940579994;48.52746940579994, 7.381431199721036;48.52746940577619, 7.381431199721041;"{""coordinates"": [7.381431199721041, 48.52746940577619], ""type"": ""Point""}"
A9A1F082E92611E3B9FF01F864E0362D;157663;677000;Ligne de Narbonne à Port-Bou (frontière);a9a1f082-e926-11e3-b9ff-01f864e0362d;1;;Perpignan;467+252;690018.9752999991;6177651.579700001;2.878337369032329;42.698401712355626;42.698401712355626, 2.8783373690323293;42.698401712330295, 2.878337369032329;"{""coordinates"": [2.878337369032329, 42.698401712330295], ""type"": ""Point""}"
BF6ED8167E2211E7B6FF017C64E0362D;177212;420000;Ligne de Paris-Montparnasse à Brest;bf6ed816-7e22-11e7-b6ff-017c64e0362d;1;;Chartres;087+070;587750.6664000005;6817613.9593;1.481946687753211;48.44908823831018;48.44908823831018, 1.4819466877532113;48.44908823828602, 1.4819466877532097;"{""coordinates"": [1.48194668775321, 48.44908823828602], ""type"": ""Point""}"
E57C02B0666711E3A7FF01F464E0362D;109275;561000;Ligne de Tours au Mans;e57c02b0-6667-11e3-a7ff-01f464e0362d;1;;Neuillé-Pont-Pierre;263+415;516898.5886999965;6720346.645500001;0.564800523213913;47.55808050664592;47.55808050664592, 0.5648005232139126;47.558080506633736, 0.5648005232139107;"{""coordinates"": [0.564800523213911, 47.558080506633736], ""type"": ""Point""}"
E97BA81A666711E3A7FF01F464E0362D;109608;871000;Ligne de Franois à Arc-et-Senans;e97ba81a-6667-11e3-a7ff-01f464e0362d;1;;Torpes-Boussières;008+732;918788.7873999998;6677715.201900002;5.888707377212621;47.16369412388347;47.16369412388347, 5.888707377212621;47.16369412387014, 5.888707377212624;"{""coordinates"": [5.888707377212624, 47.16369412387014], ""type"": ""Point""}"
CC1C6A3A103311E7AFFF010064E0362D;172567;470000;Ligne de Savenay à Landerneau;cc1c6a3a-1033-11e7-afff-010064e0362d;1;;Châteaulin;715+216;173627.67319999635;6812683.0814;-4.094346548411886;48.20154545810074;48.20154545810074, -4.094346548411886;48.20154545809042, -4.0943465484118935;"{""coordinates"": [-4.094346548411893, 48.20154545809042], ""type"": ""Point""}"
E72E9752666711E3A7FF01F464E0362D;108969;311000;Ligne de Longueau à Boulogne-Ville;e72e9752-6667-11e3-a7ff-01f464e0362d;1;;Hesdigneul;244+564;605574.7432999983;7063472.193100002;1.666817540767514;50.66096776465705;50.66096776465705, 1.6668175407675139;50.660967764643495, 1.6668175407675125;"{""coordinates"": [1.666817540767513, 50.660967764643495], ""type"": ""Point""}"
E95C97C8666711E3A7FF01F464E0362D;109521;695000;Ligne de Bourges à Miécaze;e95c97c8-6667-11e3-a7ff-01f464e0362d;1;;St-Florent-sur-Cher;239+239;643209.7298000008;6655025.784899998;2.252712021053594;46.99303312816467;46.99303312816467, 2.252712021053594;46.99303312815082, 2.2527120210535934;"{""coordinates"": [2.252712021053593, 46.99303312815082], ""type"": ""Point""}"
E583C7DE666711E3A7FF01F464E0362D;109570;530000;Ligne de Nantes-Orléans à Saintes;e583c7de-6667-11e3-a7ff-01f464e0362d;1;;St-Savinien-sur-Charente;235+646;414832.55390000343;6537334.525600001;-0.677708398989957;45.875899293114664;45.875899293114664, -0.6777083989899573;45.87589929309756, -0.6777083989899604;"{""coordinates"": [-0.67770839898996, 45.87589929309756], ""type"": ""Point""}"
E6A4FD88666711E3A7FF01F464E0362D;109652;040000;Ligne de Jarville-la-Malgrange à Mirecourt;e6a4fd88-6667-11e3-a7ff-01f464e0362d;1;;Vézelise;032+390;929097.9092999995;6824542.981400002;6.10077558400842;48.48065805383515;48.48065805383515, 6.10077558400842;48.48065805381114, 6.1007755840084235;"{""coordinates"": [6.100775584008423, 48.48065805381114], ""type"": ""Point""}"
E609F19A666711E3A7FF01F464E0362D;108989;420000;Ligne de Paris-Montparnasse à Brest;e609f19a-6667-11e3-a7ff-01f464e0362d;1;;Jouy;077+260;593474.813199997;6824286.2162999995;1.557694021517281;48.51006695646006;48.51006695646006, 1.5576940215172805;48.51006695643621, 1.5576940215172792;"{""coordinates"": [1.557694021517279, 48.51006695643621], ""type"": ""Point""}"
E5D4C922666711E3A7FF01F464E0362D;108851;470000;Ligne de Savenay à Landerneau;e5d4c922-6667-11e3-a7ff-01f464e0362d;1;;Drefféac;490+059;319953.7123999968;6721257.6039;-2.049996132974796;47.482266599289616;47.482266599289616, -2.0499961329747958;47.48226659927722, -2.0499961329747998;"{""coordinates"": [-2.0499961329748, 47.48226659927722], ""type"": ""Point""}"
A9A1F842E92611E3B9FF01F864E0362D;157664;679305;Raccordement TGV du SOLER;a9a1f842-e926-11e3-b9ff-01f864e0362d;1;;;000+353;685884.9200000018;6175911.318100002;2.827992089769541;42.68268604549697;42.68268604549697, 2.8279920897695408;42.682686045471605, 2.8279920897695408;"{""coordinates"": [2.827992089769541, 42.682686045471605], ""type"": ""Point""}"
E61867FA666711E3A7FF01F464E0362D;109182;702000;Ligne de Montluçon à St-Sulpice-Laurière;e61867fa-6667-11e3-a7ff-01f464e0362d;1;;Marsac;436+298;590737.1586999968;6555915.358600002;1.585709851392756;46.094218181141514;46.094218181141514, 1.5857098513927563;46.09421818112504, 1.585709851392755;"{""coordinates"": [1.585709851392755, 46.09421818112504], ""type"": ""Point""}"
E5C599B4666711E3A7FF01F464E0362D;109190;468000;Ligne de Rennes à Redon;e5c599b4-6667-11e3-a7ff-01f464e0362d;1;;Massérac;430+417;331513.76789999753;6741944.387600001;-1.913873068532598;47.6746637776041;47.6746637776041, -1.913873068532598;47.67466377759226, -1.9138730685326029;"{""coordinates"": [-1.913873068532603, 47.67466377759226], ""type"": ""Point""}"
E6529B24666711E3A7FF01F464E0362D;108670;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;e6529b24-6667-11e3-a7ff-01f464e0362d;2;;Bersac;362+245;578871.313500002;6555232.806000002;1.432332990830475;46.08605550999359;46.08605550999359, 1.4323329908304752;46.08605550997709, 1.4323329908304743;"{""coordinates"": [1.432332990830474, 46.08605550997709], ""type"": ""Point""}"
E9418658666711E3A7FF01F464E0362D;108753;760306;Raccordement des lignes de Chagny à Dole et de Paris-Lyon à Marseille-St-Charles;e9418658-6667-11e3-a7ff-01f464e0362d;1;;Chagny;004+514;833081.7563999966;6646721.2086;4.748533376106217;46.907415128216456;46.907415128216456, 4.7485333761062165;46.90741512820237, 4.748533376106217;"{""coordinates"": [4.748533376106217, 46.90741512820237], ""type"": ""Point""}"
E5D650B0666711E3A7FF01F464E0362D;127973;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;e5d650b0-6667-11e3-a7ff-01f464e0362d;1;;Port-Ste-Marie;115+609;491563.5464999974;6353606.074099999;0.38929808582223;44.250456733278234;44.250456733278234, 0.3892980858222302;44.25045673325665, 0.3892980858222286;"{""coordinates"": [0.389298085822229, 44.25045673325665], ""type"": ""Point""}"
E5A0B21A666711E3A7FF01F464E0362D;120326;718000;Ligne de Brive-la-Gaillarde à Toulouse-Matabiau via Capdenac;e5a0b21a-6667-11e3-a7ff-01f464e0362d;1;;Capdenac;243+266;626767.5069999993;6387040.128899999;2.077564177911041;44.578593647337826;44.578593647337826, 2.0775641779110408;44.57859364731709, 2.0775641779110403;"{""coordinates"": [2.07756417791104, 44.57859364731709], ""type"": ""Point""}"
E700536C666711E3A7FF01F464E0362D;108937;205000;Ligne de Soissons à Givet;e700536c-6667-11e3-a7ff-01f464e0362d;1;;Givet;206+053;830078.4645000026;7006242.016600002;4.817813644678012;50.14091292925688;50.14091292925688, 4.8178136446780115;50.14091292924101, 4.817813644678012;"{""coordinates"": [4.817813644678012, 50.14091292924101], ""type"": ""Point""}"
E6682EDC666711E3A7FF01F464E0362D;132476;884000;Ligne de Bourg-en-Bresse à Bellegarde;e6682edc-6667-11e3-a7ff-01f464e0362d;1;;Ceyzériat;009+906;879388.9302000031;6567438.8913;5.325967904934276;46.1830041509483;46.1830041509483, 5.325967904934276;46.18300415093208, 5.325967904934279;"{""coordinates"": [5.325967904934279, 46.18300415093208], ""type"": ""Point""}"
CC1C84BE103311E7AFFF010064E0362D;172563;470000;Ligne de Savenay à Landerneau;cc1c84be-1033-11e7-afff-010064e0362d;1;;Dirinon Loperhet;758+125;161467.8602000028;6835094.872699998;-4.285109331466551;48.392407871854864;48.392407871854864, -4.2851093314665505;48.3924078718304, -4.285109331466555;"{""coordinates"": [-4.285109331466555, 48.3924078718304], ""type"": ""Point""}"
E5C368A2666711E3A7FF01F464E0362D;108988;525000;Ligne des Sables-d'Olonne à Tours;e5c368a2-6667-11e3-a7ff-01f464e0362d;1;;Joué-lès-Tours;245+137;523808.6469999999;6697510.0207;0.665623952644326;47.354482347548355;47.354482347548355, 0.6656239526443262;47.35448234753557, 0.6656239526443242;"{""coordinates"": [0.665623952644324, 47.35448234753557], ""type"": ""Point""}"
E6A4A260666711E3A7FF01F464E0362D;109527;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;e6a4a260-6667-11e3-a7ff-01f464e0362d;2;;St-Germain-les-Belles;437+175;581489.570600003;6502333.895100001;1.479392791471859;45.61025864297906;45.61025864297906, 1.4793927914718588;45.610258642961185, 1.4793927914718576;"{""coordinates"": [1.479392791471858, 45.610258642961185], ""type"": ""Point""}"
E86944D0666711E3A7FF01F464E0362D;109445;161000;Ligne de Mommenheim à Sarreguemines;e86944d0-6667-11e3-a7ff-01f464e0362d;1;;Sarreinsming;070+351;1000257.3266000003;6895183.3847;7.11212841482189;49.08611001608264;49.08611001608264, 7.11212841482189;49.08611001606173, 7.112128414821893;"{""coordinates"": [7.112128414821893, 49.08611001606173], ""type"": ""Point""}"
E9468140666711E3A7FF01F464E0362D;109302;415000;Ligne de Lison à Lamballe;e9468140-6667-11e3-a7ff-01f464e0362d;1;TVP Pontorson-Mont-St-Michel;Pontorson-Mont-St-Michel;115+833;367707.9922000021;6837503.9683;-1.504921976230838;48.55242964535059;48.55242964535059, -1.5049219762308375;48.55242964532697, -1.5049219762308406;"{""coordinates"": [-1.504921976230841, 48.55242964532697], ""type"": ""Point""}"
E8B96BE2666711E3A7FF01F464E0362D;108813;613000;Ligne de Nexon à Brive-la-Gaillarde;e8b96be2-6667-11e3-a7ff-01f464e0362d;1;;Coussac-Bonneval;451+700;568136.5960000008;6491194.802700002;1.311166875374606;45.50753132485294;45.50753132485294, 1.311166875374606;45.507531324834794, 1.3111668753746044;"{""coordinates"": [1.311166875374604, 45.507531324834794], ""type"": ""Point""}"
E6136F26666711E3A7FF01F464E0362D;109455;160000;Ligne de Steinbourg à Schweighouse-sur-Moder;e6136f26-6667-11e3-a7ff-01f464e0362d;1;;Schweighouse-sur-Moder;033+497;1047909.7566;6869215.603799999;7.741946133955294;48.828951234919714;48.828951234919714, 7.7419461339552935;48.82895123489752, 7.741946133955297;"{""coordinates"": [7.741946133955297, 48.82895123489752], ""type"": ""Point""}"
E98EFC6E666711E3A7FF01F464E0362D;109420;111000;Ligne de Sélestat à Saverne;e98efc6e-6667-11e3-a7ff-01f464e0362d;1;;Rosheim;029+730;1031596.1512999982;6832182.424899999;7.491409351885404;48.50499262594059;48.50499262594059, 7.4914093518854035;48.50499262591672, 7.491409351885407;"{""coordinates"": [7.491409351885407, 48.50499262591672], ""type"": ""Point""}"
E659C500666711E3A7FF01F464E0362D;109487;593000;Ligne de Vierzon à St-Pierre-des-Corps;e659c500-6667-11e3-a7ff-01f464e0362d;1;;St-Aignan-Noyers;254+494;577884.4946999997;6688631.319499999;1.384242181253085;47.28675286838203;47.28675286838203, 1.384242181253085;47.286752868369064, 1.3842421812530834;"{""coordinates"": [1.384242181253083, 47.286752868369064], ""type"": ""Point""}"
E6625D18666711E3A7FF01F464E0362D;109122;720000;Ligne de Figeac à Arvant;e6625d18-6667-11e3-a7ff-01f464e0362d;1;;Le Lioran;339+344;680621.2665000036;6443498.800099999;2.753676794404809;45.090485050509;45.090485050509, 2.7536767944048086;45.09048505048967, 2.7536767944048086;"{""coordinates"": [2.753676794404809, 45.09048505048967], ""type"": ""Point""}"
E937783C666711E3A7FF01F464E0362D;108676;396000;Ligne de Plaisir-Grignon à Épône-Mézières;e937783c-6667-11e3-a7ff-01f464e0362d;1;;Beynes;038+495;617523.7949000001;6862737.6921;1.875845691637385;48.85939063028636;48.85939063028636, 1.875845691637385;48.859390630264315, 1.8758456916373838;"{""coordinates"": [1.875845691637384, 48.859390630264315], ""type"": ""Point""}"
E87A0072666711E3A7FF01F464E0362D;108581;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;e87a0072-6667-11e3-a7ff-01f464e0362d;2;;Albias;650+664;575377.5574000031;6333695.987100001;1.443633051368783;44.09121318138205;44.09121318138205, 1.4436330513687827;44.09121318136003, 1.4436330513687816;"{""coordinates"": [1.443633051368782, 44.09121318136003], ""type"": ""Point""}"
E976AFF8666711E3A7FF01F464E0362D;109268;606000;Ligne du Dorat à Limoges-Bénédictins;e976aff8-6667-11e3-a7ff-01f464e0362d;1;;Nantiat;449+584;557349.4855000004;6546759.8552;1.156447475408512;46.00558916583316;46.00558916583316, 1.1564474754085123;46.00558916581644, 1.1564474754085108;"{""coordinates"": [1.156447475408511, 46.00558916581644], ""type"": ""Point""}"
E5960882666711E3A7FF01F464E0362D;108609;790000;Ligne de St-Germain-des-Fossés à Nîmes-CRB1;e5960882-6667-11e3-a7ff-01f464e0362d;1;;Arvant;478+748;724310.9676000029;6474040.0064;3.310543026389743;45.365327159448846;45.365327159448846, 3.310543026389743;45.36532715943027, 3.310543026389743;"{""coordinates"": [3.310543026389743, 45.36532715943027], ""type"": ""Point""}"
E7047CF0666711E3A7FF01F464E0362D;108587;958000;Ligne de Bondy à Aulnay-sous-Bois;e7047cf0-6667-11e3-a7ff-01f464e0362d;1;TR2BIS;Allée-de-la-Tour-Rendez-Vous;002+045;663670.4003000036;6866246.3387;2.504498882562969;48.895198744366766;48.895198744366766, 2.5044988825629693;48.895198744344896, 2.504498882562969;"{""coordinates"": [2.504498882562969, 48.895198744344896], ""type"": ""Point""}"
E5D55AFE666711E3A7FF01F464E0362D;125219;958000;Ligne de Bondy à Aulnay-sous-Bois;e5d55afe-6667-11e3-a7ff-01f464e0362d;1;;Allée-de-la-Tour-Rendez-Vous;002+363;663851.1451999992;6866510.041200001;2.506941548550579;48.89758031856475;48.89758031856475, 2.5069415485505786;48.8975803185429, 2.506941548550578;"{""coordinates"": [2.506941548550578, 48.8975803185429], ""type"": ""Point""}"
E988600C666711E3A7FF01F464E0362D;108660;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;e988600c-6667-11e3-a7ff-01f464e0362d;1;;Bègles;003+018;418943.0601999983;6417469.383200001;-0.55521704072682;44.799421962228195;44.799421962228195, -0.55521704072682;44.799421962208065, -0.5552170407268223;"{""coordinates"": [-0.555217040726822, 44.799421962208065], ""type"": ""Point""}"
474CF3002FAF11E5B0FF017864E0362D;169594;672000;Ligne de Portet-St-Simon à Puigcerda (frontière);474cf300-2faf-11e5-b0ff-017864e0362d;1;;Foix;082+232;586254.9283000007;6208763.7535;1.606968970033902;42.969213060283366;42.969213060283366, 1.6069689700339018;42.96921306025863, 1.6069689700339007;"{""coordinates"": [1.606968970033901, 42.96921306025863], ""type"": ""Point""}"
